VMH ID
12harachd
12ppd_R
25aics
2hb
2hb
2mcit
2mcit
2obut
34dhoxpeg
34dhpha
34dhphe
34dhphe
34hpl
35cgmp
35cgmp
3hmp
3hpp
3mlda
3mlda
3mob
3mob
3mop
3mop
3moxtyr
3moxtyr
3uib
4abut
4abut
4hbz
4hphac
4hphac
4mop
4mop
56dthm
56dura
5adtststerone
5g2oxpt
5hoxindoa
5hoxindoa
5htrp
5htrp
5mthf
5mthf
5oxpro
5oxpro
7dhchsterol
abt
abt
abt
ac
ac
acac
acac
acald
acald
acetone
acetone
ach
ach
acnam
acnam
acnam
acrn
acrn
ade
ade
adn
adn
adp
adpac
adrnl
adrnl
agm
ahcys
ahcys
akg
akg
ala_B
ala_B
ala_D
ala_L
ala_L
alltn
amet
ametam
amp
amp
andrstndn
andrstrn
anth
anth
arab_L
arab_L
arachd
arachd
arg_L
arg_L
ascb_L
ascb_L
asn_L
asn_L
asp_L
asp_L
atp
atp
avite1
avite1
bgly
bhb
bhb
bilirub
bilirub
btn
btn
but
but
C02356
C04805
C08261
C09642
C10164
C11695
C13856
C14771
C14825
C14826
c4crn
ca2
cala
cala
camp
camp
CE0737
CE0955
CE1297
CE1918
CE2006
CE2028
CE2047
CE2049
CE2176
CE2211
CE2705
CE4890
CE5643
CE6205
cgly
cgly
chol
chol
cholp
chsterol
chsterol
cit
cit
citr_L
cl
cl
creat
creat
crn
crn
crtn
crtn
crtsl
crtsl
crvnc
crvnc
cys_L
cys_L
cyst_L
cyst_L
cytd
cytd
ddca
ddca
dhbpt
dhea
dopa
dopa
duri
duri
estradiol
estradiol
etha
etha
ethamp
ethamp
etoh
etoh
fe2
fe2
fna5moxam
fol
fol
for
for
fru
fru
fum
fum
g3pc
g3pc
gal
gal
galt
gdp
gdp
glc_D
glc_D
gln_L
gln_L
glu_L
glu_L
glu_L
glx
gly
gly
glyc
glyc
glyc_R
glyclt
glypro
gthox
gthox
gthrd
gthrd
gtp
gudac
gudac
h2o
h2o
HC00900
HC02172
hco3
hcys_L
hcys_L
hdca
hdca
hdcea
hdcea
his_L
his_L
hista
hista
homoval
homoval
hxan
hxan
icit
icit
ile_L
ile_L
im4ac
imp
imp
ind3ac
inost
inost
ins
ins
iodine
k
k
kynate
kynate
lac_D
lac_L
lac_L
Lcystin
Lcystin
leu_L
leu_L
leuktrB4
leuktrB4
leuktrB4wcooh
leuktrB4woh
leuktrC4
Lkynr
Lkynr
lnlc
lnlc
lys_L
lys_L
mag_hs
mal_L
mal_L
man
man
melatn
meoh
meoh
mepi
met_L
met_L
mhista
na1
na1
nac
nac
Nacasp
Nacasp
nh4
nh4
no
no2
no2
normete_L
nrpphr
nrpphr
oaa
ocdca
ocdca
ocdcea
ocdcea
octa
octa
orn
orn
pac
pcrn
pcrn
phe_L
phe_L
pnto_R
pnto_R
ppa
ppa
pppi
prgnlone
prgstrn
prgstrn
pro_L
pro_L
prostgd2
prostgd2
prostge2
prostge2
prostgf2
prostgf2
pser_L
ptrc
ptrc
pydx5p
pyr
pyr
quln
quln
rbt
rbt
rbt
rib_D
rib_D
ribflv
ribflv
sbt_D
sbt_D
ser_D
ser_L
ser_L
spmd
spmd
sprm
sprm
srtn
srtn
subeac
succ
succ
sucsal
taur
taur
tcynt
tcynt
thbpt
thm
thm
thmmp
thmmp
thmpp
thr_L
thr_L
thym
thym
thymd
thymd
tmlys
trp_L
trp_L
tststerone
tststerone
ttdca
ttdca
txa2
tyr_L
tyr_L
ura
ura
urate
urate
urea
uri
uri
val_L
val_L
xan
xan
xan
xol24oh
xol27oh
xylt
xylt
xylu_D
xylu_L
